Trial Type,Experiment,Tank,Substrate,Plate Position,Obs,Time of Day,DateTime,Nos Stars-L,Nos Stars-R,Nos Stars-Tot,Nos_F,Nos_NF,check,Star_1_size,Star_1_position,Star_1_feeding,Star_2_size,Star_2_pos,Star_2_feeding,Star_3_size,Star_3_pos,Star_3_feeding,Star_4_size,Star_4_pos,Star_4_feeding,Star_5_size,Star_5_position,Star_5_feeding,Star_6_size,Star_6_pos,Star_6_feeding,Star_7_size,Star_7_pos,Star_7_feeding,Star_8_size,Star_8_pos,Star_8_feeding,Star_9_size,Star_9_pos,Star_9_feeding,Star_10_size,Star_10_pos,Star_10_feeding,Star_11_size,Star_11_pos,Star_11_feeding,,,,,,,,,
Preference_substrate,2,1,Slate,1,10,N,28/02/2022 21:00,5,1,6,3,3,0,s,lt,f,l,lb,f,l,lb,f,m,lb,nf,m,lb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,10,N,28/02/2022 21:00,2,0,2,1,1,0,s,lt,nf,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,10,N,28/02/2022 21:00,3,2,5,0,5,0,m,lt,nf,m,lt,nf,m,lb,nf,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,10,N,28/02/2022 21:00,0,3,3,0,2,1,m,rt,nf,m,rb,nf,m,rb,feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,10,N,28/02/2022 21:00,1,0,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,10,N,28/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Other,,10,N,28/02/2022 21:00,5,,5,0,0,5,Note-2 near top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,10,N,28/02/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,10,N,28/02/2022 21:00,1,2,3,0,3,0,m,lb,nf,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,10,N,28/02/2022 21:00,1,2,3,2,1,0,m,lt,nf,m,rt,f,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,10,N,28/02/2022 21:00,3,1,4,1,3,0,s,lt,nf,s,lt,nf,m,rt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,10,N,28/02/2022 21:00,3,2,5,1,4,0,m,lt,nf,m,lt,nf,m,lt,nf,m,rt,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,10,N,28/02/2022 21:00,3,2,5,0,5,0,m,lt,nf,m,lt,nf,m,lt,nf,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,10,N,28/02/2022 21:00,1,0,1,1,0,0,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,10,N,28/02/2022 21:00,0,2,2,0,2,0,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,10,N,28/02/2022 21:00,2,1,3,0,3,0,m,lt,nf,m,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,10,N,28/02/2022 21:00,2,6,8,1,7,0,m,lt,nf,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,10,N,28/02/2022 21:00,3,0,3,0,3,0,m,lt,nf,l,lb,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,10,N,28/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Other,,10,N,28/02/2022 21:00,2,,2,0,0,2,Note-1 near top|1 on airstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,10,N,28/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,10,N,28/02/2022 21:00,1,2,3,0,3,0,m,lt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,10,N,28/02/2022 21:00,2,4,6,1,5,0,l,lt,f,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,10,N,28/02/2022 21:00,10,1,11,1,9,1,m,lt,nf,m,lt,nf,m,lt,nf,m,lt,nf,m,lb,nf,m,lb,nf,m,lb,nf,m,lb,nf,s,lb,f,m,rb,nf,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,10,N,28/02/2022 21:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,10,N,28/02/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,10,N,28/02/2022 21:00,5,0,5,0,0,5,"Note-4 near top, 1 of them was feeding, other on airstone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,11,D,1/03/2022 9:00,4,1,5,1,3,1,s,lt,feeding,m,lt,f,m,lt,nf,s,lb,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,11,D,1/03/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,11,D,1/03/2022 9:00,1,4,5,1,4,0,m,lb,nf,m,rt,f,m,rt,nf,m,rt,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,11,D,1/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,11,D,1/03/2022 9:00,3,0,3,0,3,0,m,lt,nf,m,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,11,D,1/03/2022 9:00,1,0,1,0,1,0,l,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,11,D,1/03/2022 9:00,7,0,7,0,0,7,"note-all near surface, all medium (clustered around bubbler)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,11,D,1/03/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,11,D,1/03/2022 9:00,2,1,3,0,3,0,s,lt,nf,s,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,11,D,1/03/2022 9:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,11,D,1/03/2022 9:00,5,2,7,2,4,1,m,lt,nf,m,lt,nf,m,lt,nf,m,lt,f,m,rt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,11,D,1/03/2022 9:00,3,2,5,3,2,0,m,lb,nf,l,lb,nf,m,lb,f,l,rb,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,11,D,1/03/2022 9:00,1,2,3,0,3,0,m,lt,nf,s,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,6,11,D,1/03/2022 9:00,1,0,1,1,0,0,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,11,D,1/03/2022 9:00,0,1,1,1,0,0,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,11,D,1/03/2022 9:00,0,3,3,1,1,1,m,rt,nf,s,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,11,D,1/03/2022 9:00,1,1,2,1,1,0,m,lb,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,11,D,1/03/2022 9:00,0,6,6,4,2,0,m,rt,nf,m,rt,f,m,rt,f,s,rt,f,m,rb,f,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,11,D,1/03/2022 9:00,4,2,6,2,4,0,m,lt,f,m,lt,nf,s,lb,nf,s,lb,nf,l,rb,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,11,D,1/03/2022 9:00,1,0,1,1,0,0,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,6,11,D,1/03/2022 9:00,2,0,2,0,0,2,"note-one on bubbler (m), one on surface (L, not feeding)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,11,D,1/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,11,D,1/03/2022 9:00,1,3,4,1,3,0,m,lt,nf,s,rt,nf,s,rb,nf,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,11,D,1/03/2022 9:00,3,1,4,2,2,0,m,lt,f,m,lt,nf,l,lb,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,11,D,1/03/2022 9:00,5,3,8,3,5,0,m,lt,nf,m,lb,f,m,lb,nf,m,lb,nf,s,lb,nf,m,rt,nf,m,rt,f,s,rb,f,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,11,D,1/03/2022 9:00,1,2,3,1,2,0,m,lt,nf,m,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,11,D,1/03/2022 9:00,1,0,1,1,0,0,l,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,6,11,D,1/03/2022 9:00,5,0,5,1,4,0,m,glass(bub),f,l,glass(bub),nf,l,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,note=all at surface of back in bubbler plume,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,12,N,1/03/2022 21:00,2,1,3,1,2,0,m,lt,nf,m,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,12,N,1/03/2022 21:00,1,0,1,0,1,0,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,12,N,1/03/2022 21:00,0,3,3,2,1,0,m,rb,nf,l,rb,f,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,12,N,1/03/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,12,N,1/03/2022 21:00,2,0,2,1,1,0,m,lt,nf,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,12,N,1/03/2022 21:00,0,1,1,1,0,0,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,,Other,,12,N,1/03/2022 21:00,8,,8,0,8,0,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass,nf,m,toppipe,nf,l,toppipe,nf,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,12,N,1/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,12,N,1/03/2022 21:00,0,3,3,0,3,0,m,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,12,N,1/03/2022 21:00,0,1,1,1,0,0,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,12,N,1/03/2022 21:00,5,1,6,1,5,0,m,lt,nf,m,lt,nf,m,lt,nf,m,lt,nf,l,lb,nf,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,12,N,1/03/2022 21:00,3,2,5,2,3,0,l,lb,nf,m,lb,nf,l,lt,f,l,rb,f,l,rt,nf,note-directl infront of bubble,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,12,N,1/03/2022 21:00,3,1,4,1,3,0,m,lt,nf,m,lb,nf,l,lb,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,Other,,12,N,1/03/2022 21:00,1,0,1,0,1,0,l,glass,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,12,N,1/03/2022 21:00,1,0,1,0,1,0,l,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,12,N,1/03/2022 21:00,0,3,3,0,3,0,l,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,12,N,1/03/2022 21:00,1,1,2,1,1,0,m,lt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,12,N,1/03/2022 21:00,2,4,6,2,4,0,l,lt,nf,m,rt,nf,m,rb,f,l,rb,f,m,rb,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,12,N,1/03/2022 21:00,3,0,3,1,2,0,m,lt,nf,l,lb,f,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,12,N,1/03/2022 21:00,0,1,1,1,0,0,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,Other,6,12,N,1/03/2022 21:00,2,0,2,1,1,0,l,glass,nf,l,glass,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,12,N,1/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,12,N,1/03/2022 21:00,3,2,5,1,4,0,l,lt,f,m,lt,nf,l,lb,nf,m,rb,nf,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,12,N,1/03/2022 21:00,3,0,3,0,3,0,m,lb,nf,m,lb,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,12,N,1/03/2022 21:00,0,2,2,2,0,0,m,rt,f,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,12,N,1/03/2022 21:00,3,1,4,3,1,0,m,lt,f,m,lt,nf,m,lb,f,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,12,N,1/03/2022 21:00,1,1,2,1,1,0,l,lt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Other,6,12,N,1/03/2022 21:00,6,0,6,0,6,0,l,glass(bub),nf,l,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,13,D,2/03/2022 9:00,3,1,4,1,3,0,m,lt,nf,m,lb,nf,m,bl,f,s,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,13,D,2/03/2022 9:00,1,0,1,0,1,0,s,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,13,D,2/03/2022 9:00,1,0,1,0,1,0,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,13,D,2/03/2022 9:00,2,0,2,1,1,0,m,lt,f,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,13,D,2/03/2022 9:00,2,1,3,1,2,0,m,lt,nf,m,lb,f,l,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,13,D,2/03/2022 9:00,1,0,1,1,1,-1,m,lt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,plateholder,nf,,,,,,,,,
Preference_substrate,2,1,Other,6,13,D,2/03/2022 9:00,11,,11,1,9,1,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,bubble,nf,m,glass,f,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,13,D,2/03/2022 9:00,0,1,1,1,0,0,s,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,13,D,2/03/2022 9:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,13,D,2/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,13,D,2/03/2022 9:00,7,0,7,2,5,0,m,lt,nf,m,lt,nf,m,lt,nf,s,lt,nf,s,lt,nf,m,lt,f,l,lb,f,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,13,D,2/03/2022 9:00,5,1,6,1,5,0,m,lt,nf,m,lt,nf,m,lb,nf,s,lb,nf,m,lb,f,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,13,D,2/03/2022 9:00,4,0,4,1,3,0,m,lt,nf,m,lt,nf,m,lb,f,s,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,13,D,2/03/2022 9:00,2,0,2,1,1,0,l,surface in bubble eddy,nf,l,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,13,D,2/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,13,D,2/03/2022 9:00,0,2,2,1,1,0,s,rt,nf,s,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,13,D,2/03/2022 9:00,1,2,3,1,2,0,m,lt,nf,m,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,13,D,2/03/2022 9:00,2,4,6,0,6,0,m,lb,nf,m,lt,nf,m,rt,nf,m,rt,nf,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,13,D,2/03/2022 9:00,4,0,4,0,4,0,l,lb,nf,m,lb,nf,m,lb,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,13,D,2/03/2022 9:00,1,2,3,2,1,0,l,rt,f,m,rt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Other,,13,D,2/03/2022 9:00,1,0,1,0,1,0,l,back-top-right-corner,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,13,D,2/03/2022 9:00,0,1,1,1,0,0,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,2,13,D,2/03/2022 9:00,1,2,3,1,2,0,m,lt,f,m,rt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,3,13,D,2/03/2022 9:00,3,3,6,2,4,0,m,lt,nf,m,lb,nf,m,lb,f,m,rt,nf,m,rb,f,s,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,4,13,D,2/03/2022 9:00,2,0,2,0,2,0,s,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,5,13,D,2/03/2022 9:00,1,1,2,1,1,0,m,lt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Slate,6,13,D,2/03/2022 9:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Other,,13,D,2/03/2022 9:00,9,0,9,0,9,0,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,1,14,N,2/03/2022 21:00,1,1,2,1,1,0,l,lt,f,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,2,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,3,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,4,14,N,2/03/2022 21:00,1,0,1,1,0,0,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Slate,5,14,N,2/03/2022 21:00,2,1,3,1,2,0,m,lt,f,m,lt,nf,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,1,Poly,6,14,N,2/03/2022 21:00,0,1,1,1,1,-1,m,rt,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,glass(bub),nf,l,glass(bub),nf,l,toppipe,nf,m,glass,nf
Preference_substrate,2,1,Other,,14,N,2/03/2022 21:00,14,0,14,1,9,4,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),nf,m,glass(bub),f,l,glass(bub),nf,,,,,,,,,,,,
Preference_substrate,2,2,Poly,1,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,2,14,N,2/03/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,3,14,N,2/03/2022 21:00,0,1,1,0,1,0,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,4,14,N,2/03/2022 21:00,5,2,7,3,4,0,m,lt,nf,m,lt,f,m,lt,nf,m,lt,nf,l,lt,f,l,rt,nf,m,rb,f,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Poly,5,14,N,2/03/2022 21:00,3,2,5,2,3,0,l,lb,nf,m,lb,f,l,lb,nf,l,rt,f,m,rb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Slate,6,14,N,2/03/2022 21:00,2,0,2,0,2,0,m,lt,nf,m,lb,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,2,Other,,14,N,2/03/2022 21:00,4,,4,1,3,0,l,gass,nf,m,glass,nf,m,glass,nf,m,glass,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,1,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,2,14,N,2/03/2022 21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,3,14,N,2/03/2022 21:00,2,0,2,0,2,0,m,lt,nf,m,lt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,4,14,N,2/03/2022 21:00,1,4,5,2,3,0,m,lt,f,m,rt,nf,m,rb,nf,m,rt,nf,l,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Slate,5,14,N,2/03/2022 21:00,4,0,4,1,3,0,m,lb,nf,m,lb,nf,m,lb,nf,m,lb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Poly,6,14,N,2/03/2022 21:00,1,1,2,2,0,0,l,lt,f,m,rb,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,3,Other,,14,N,2/03/2022 21:00,3,0,3,2,1,0,l,glass,nf,m,glass,f,m,glass,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preference_substrate,2,4,Poly,1,14,N,2/03/2022 21:00,0,1,1,0,1,0,m,rt,nf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
